Top Level Branch,Top Level Sold To,Zone,Top Level Order,Top Level Line,Last Next Status,Shipment Number(s),TL SO Alert,ECD,ECD Notes,Line Creation,Top Level Type,Schedule Pick Date,Promised Delivery Date,Top Level Item,Supply Item Description,SRP1,SC Rep,Line Amount,Region Zone
Branch 4,Customer_6555,North,ORD437352,LINE410879,Processing,SHP203828,,2022-10-20,inflation impact,2022-09-22,Type 1,2022-09-24,2022-10-05,Product_9800,Description of item,489.36,Rep C,5517.41,Zone D
Branch 3,Customer_4900,West,ORD994848,LINE769780,Processing,SHP276230,,2024-10-22,on track,2024-10-18,Type 3,2024-10-20,2024-10-23,Product_7930,Description of item,300.54,Rep C,7114.01,Zone B
Branch 4,Customer_8046,East,ORD559719,LINE972348,Processing,SHP690883,,2022-06-12,supplier price changes,2022-05-17,Type 2,2022-05-19,2022-05-24,Product_4419,Description of item,451.88,Rep C,2645.42,Zone A
Branch 1,Customer_5396,West,ORD749870,LINE441255,Processing,SHP272625,URGENT,2021-08-06,on track,2021-08-01,Type 1,2021-08-03,2021-08-08,Product_6158,Description of item,387.16,Rep C,9399.91,Zone A
Branch 4,Customer_1368,East,ORD306501,LINE314280,Delivered,SHP227084,URGENT,2023-12-06,QA inspection delays,2023-11-06,Type 2,2023-11-08,2023-11-19,Product_11493,Description of item,309.39,Rep C,2860.43,Zone C
Branch 1,Customer_8186,South,ORD121707,LINE401674,Processing,SHP948336,,2023-05-17,QA inspection delays,2023-04-17,Type 1,2023-04-19,2023-04-29,Product_8256,Description of item,388.28,Rep A,3334.32,Zone A
Branch 1,Customer_7143,West,ORD866030,LINE783499,Shipped,SHP675371,,2023-09-09,QA inspection delays,2023-08-16,Type 3,2023-08-18,2023-09-04,Product_2217,Description of item,350.87,Rep C,6192.86,Zone B
Branch 1,Customer_6199,North,ORD989301,LINE472674,Delivered,SHP550349,,2024-02-11,production capacity limits,2024-01-20,Type 3,2024-01-22,2024-02-03,Product_961,Description of item,267.14,Rep D,3320.31,Zone C
Branch 2,Customer_2206,West,ORD441826,LINE301667,Processing,SHP977255,,2023-08-23,severe weather,2023-08-06,Type 1,2023-08-08,2023-08-11,Product_10316,Description of item,249.84,Rep A,5600.77,Zone B
Branch 1,Customer_9558,North,ORD279264,LINE447115,Delivered,SHP880685,URGENT,2020-05-02,supply chain delay,2020-04-15,Type 3,2020-04-17,2020-04-20,Product_2817,Description of item,195.75,Rep D,9239.78,Zone C
Branch 3,Customer_3122,East,ORD936149,LINE874643,Delivered,SHP945976,,2022-10-25,on track,2022-10-17,Type 3,2022-10-19,2022-10-27,Product_6758,Description of item,29.37,Rep A,1768.11,Zone C
Branch 3,Customer_2607,West,ORD923515,LINE689374,On Hold,SHP231361,,2020-11-24,factory shutdown,2020-10-23,Type 1,2020-10-25,2020-11-18,Product_1572,Description of item,219.38,Rep C,8604.16,Zone B
Branch 1,Customer_8098,West,ORD658516,LINE619298,On Hold,SHP782950,,2021-12-22,on track,2021-11-27,Type 2,2021-11-29,2021-12-22,Product_10018,Description of item,153.41,Rep C,3483.32,Zone A
Branch 3,Customer_7357,East,ORD112453,LINE988364,Shipped,SHP715600,,2021-08-30,shipping container shortage,2021-07-30,Type 1,2021-08-01,2021-08-16,Product_8438,Description of item,379.98,Rep A,8390.22,Zone C
Branch 3,Customer_9481,East,ORD367311,LINE434397,Delivered,SHP247007,,2021-03-04,customs backlog,2021-01-18,Type 3,2021-01-20,2021-02-16,Product_9279,Description of item,208.55,Rep B,6840.7,Zone D
Branch 4,Customer_5155,East,ORD995088,LINE367884,Processing,SHP177624,URGENT,2020-10-22,COVID-19 disruption,2020-09-30,Type 3,2020-10-02,2020-10-10,Product_6777,Description of item,159.25,Rep B,1727.1,Zone A
Branch 2,Customer_2984,East,ORD116101,LINE506584,Processing,SHP753470,,2021-06-06,customs backlog,2021-05-20,Type 3,2021-05-22,2021-05-31,Product_3017,Description of item,94.81,Rep A,1094.43,Zone B
Branch 1,Customer_2542,East,ORD613723,LINE461345,Processing,SHP412338,,2020-07-18,on track,2020-07-12,Type 1,2020-07-14,2020-07-19,Product_10318,Description of item,370.32,Rep A,9687.98,Zone A
Branch 1,Customer_1797,North,ORD127644,LINE341207,Shipped,SHP116865,,2024-04-17,demand surge,2024-03-23,Type 2,2024-03-25,2024-04-14,Product_2961,Description of item,68.68,Rep C,9012.36,Zone C
Branch 3,Customer_6179,North,ORD554259,LINE894631,Processing,SHP985694,URGENT,2022-06-11,on track,2022-05-14,Type 2,2022-05-16,2022-06-12,Product_2581,Description of item,88.1,Rep B,3650.86,Zone D
Branch 4,Customer_1698,East,ORD694557,LINE682121,Processing,SHP445442,,2020-07-12,on track,2020-06-18,Type 1,2020-06-20,2020-07-14,Product_5410,Description of item,318.25,Rep D,1704.06,Zone B
Branch 1,Customer_3515,North,ORD826157,LINE484933,Delivered,SHP162064,,2023-06-03,QA inspection delays,2023-05-16,Type 3,2023-05-18,2023-06-01,Product_9864,Description of item,34.69,Rep A,7855.44,Zone B
Branch 3,Customer_4273,West,ORD779576,LINE409142,On Hold,SHP160413,URGENT,2022-06-03,supplier price changes,2022-05-09,Type 3,2022-05-11,2022-06-02,Product_7615,Description of item,403.35,Rep B,4933.71,Zone B
Branch 1,Customer_6256,West,ORD797000,LINE562954,Processing,SHP456462,,2023-07-04,on track,2023-06-13,Type 1,2023-06-15,2023-07-05,Product_9076,Description of item,250.77,Rep D,686.8,Zone B
Branch 1,Customer_4760,North,ORD725466,LINE744539,Delivered,SHP730209,,2024-07-01,production capacity limits,2024-05-26,Type 2,2024-05-28,2024-06-17,Product_1657,Description of item,49.96,Rep D,2789.62,Zone B
Branch 4,Customer_2719,North,ORD777066,LINE658167,Delivered,SHP458090,,2022-10-23,raw material shortage,2022-10-05,Type 3,2022-10-07,2022-10-11,Product_124,Description of item,328.14,Rep C,3488.62,Zone A
Branch 1,Customer_2223,West,ORD393410,LINE437384,Processing,SHP182223,,2020-09-24,COVID-19 disruption,2020-09-03,Type 2,2020-09-05,2020-09-12,Product_8373,Description of item,28.19,Rep A,4307.35,Zone A
Branch 1,Customer_5795,North,ORD851892,LINE336710,On Hold,SHP466387,,2022-04-24,inflation impact,2022-04-03,Type 1,2022-04-05,2022-04-16,Product_2162,Description of item,382.29,Rep B,5396.2,Zone C
Branch 2,Customer_8960,West,ORD111414,LINE404729,Processing,SHP953083,,2024-10-17,production capacity limits,2024-09-23,Type 3,2024-09-25,2024-10-05,Product_11712,Description of item,22.91,Rep A,5983.79,Zone C
Branch 4,Customer_6658,West,ORD552691,LINE534131,Processing,SHP706128,,2025-03-15,on track,2025-02-24,Type 2,2025-02-26,2025-03-16,Product_6544,Description of item,495.85,Rep B,1202.29,Zone B
Branch 1,Customer_7635,North,ORD835007,LINE856162,Shipped,SHP932099,,2025-02-15,other issue,2025-01-29,Type 3,2025-01-31,2025-02-07,Product_2998,Description of item,375.23,Rep A,2178.7,Zone A
Branch 2,Customer_5908,East,ORD207025,LINE466805,Processing,SHP325695,,2022-12-20,raw material shortage,2022-12-01,Type 3,2022-12-03,2022-12-08,Product_2162,Description of item,116.13,Rep A,2831.31,Zone C
Branch 3,Customer_3464,East,ORD668765,LINE520993,Delivered,SHP510953,,2022-03-17,on track,2022-02-23,Type 1,2022-02-25,2022-03-17,Product_1995,Description of item,289.48,Rep A,2910.55,Zone B
Branch 4,Customer_5089,West,ORD790354,LINE140346,Delivered,SHP432504,,2022-11-03,raw material shortage,2022-09-23,Type 1,2022-09-25,2022-10-16,Product_7376,Description of item,389.17,Rep D,2832.01,Zone B
Branch 4,Customer_6584,North,ORD130102,LINE718752,On Hold,SHP437745,,2021-12-09,shipping container shortage,2021-12-01,Type 3,2021-12-03,2021-12-07,Product_3210,Description of item,411.87,Rep D,8758.84,Zone B
Branch 2,Customer_5325,North,ORD977907,LINE121497,On Hold,SHP763478,,2023-12-15,inventory mismatch,2023-11-14,Type 2,2023-11-16,2023-12-10,Product_10754,Description of item,163.47,Rep B,1734.3,Zone B
Branch 2,Customer_7864,East,ORD886965,LINE771410,Processing,SHP840558,,2024-01-24,QA inspection delays,2023-12-10,Type 3,2023-12-12,2024-01-07,Product_6308,Description of item,390.99,Rep D,4013.4,Zone B
Branch 4,Customer_7046,West,ORD768254,LINE305110,Processing,SHP689474,,2022-10-16,on track,2022-10-04,Type 1,2022-10-06,2022-10-16,Product_1805,Description of item,445.65,Rep C,9358.12,Zone C
Branch 3,Customer_9686,South,ORD807769,LINE153448,Shipped,SHP670307,,2021-10-04,on track,2021-09-19,Type 3,2021-09-21,2021-10-05,Product_4210,Description of item,288.69,Rep A,5950.94,Zone C
Branch 2,Customer_7256,North,ORD804086,LINE231106,Delivered,SHP798016,,2022-03-20,supplier price changes,2022-02-22,Type 2,2022-02-24,2022-03-19,Product_9204,Description of item,405.63,Rep B,656.06,Zone C
Branch 4,Customer_8067,East,ORD913056,LINE532198,On Hold,SHP865839,,2024-09-15,on track,2024-08-30,Type 1,2024-09-01,2024-09-16,Product_11264,Description of item,55.82,Rep C,8146.89,Zone D
Branch 4,Customer_1391,West,ORD623680,LINE557007,Shipped,SHP520260,,2024-07-22,on track,2024-07-06,Type 3,2024-07-08,2024-07-24,Product_8793,Description of item,337.44,Rep D,3285.59,Zone C
Branch 3,Customer_5723,South,ORD920767,LINE933831,Shipped,SHP420882,,2023-05-06,severe weather,2023-04-20,Type 3,2023-04-22,2023-04-26,Product_1206,Description of item,380.26,Rep D,9163.3,Zone A
Branch 3,Customer_6137,West,ORD238423,LINE393996,On Hold,SHP854003,,2021-07-28,labor shortage,2021-07-03,Type 3,2021-07-05,2021-07-26,Product_7175,Description of item,267.09,Rep A,9711.12,Zone C
Branch 3,Customer_1097,West,ORD288691,LINE468259,On Hold,SHP413733,,2021-10-05,on track,2021-09-11,Type 2,2021-09-13,2021-10-05,Product_9802,Description of item,327.25,Rep D,5229.1,Zone D
Branch 2,Customer_3483,West,ORD513164,LINE522849,On Hold,SHP575646,,2025-04-03,other issue,2025-03-04,Type 3,2025-03-06,2025-03-17,Product_231,Description of item,79.38,Rep C,8131.39,Zone D
Branch 4,Customer_6323,South,ORD758504,LINE292547,Shipped,SHP242189,URGENT,2020-10-04,on track,2020-09-15,Type 1,2020-09-17,2020-10-05,Product_1855,Description of item,116.09,Rep D,9182.33,Zone B
Branch 3,Customer_9400,South,ORD503319,LINE384814,Processing,SHP985118,,2022-06-13,inflation impact,2022-05-30,Type 1,2022-06-01,2022-06-04,Product_8928,Description of item,444.14,Rep B,1875.39,Zone C
Branch 1,Customer_3183,South,ORD339192,LINE118770,On Hold,SHP489441,,2021-11-17,on track,2021-10-24,Type 1,2021-10-26,2021-11-18,Product_2262,Description of item,184.06,Rep D,7985.62,Zone D
Branch 4,Customer_2078,East,ORD573479,LINE294502,Delivered,SHP812364,,2024-10-03,on track,2024-09-25,Type 3,2024-09-27,2024-10-05,Product_8628,Description of item,424.44,Rep C,3183.81,Zone B
Branch 2,Customer_4224,West,ORD731746,LINE106405,Delivered,SHP451361,,2023-05-16,inventory mismatch,2023-04-10,Type 3,2023-04-12,2023-05-06,Product_8642,Description of item,303.18,Rep B,3743.04,Zone B
Branch 2,Customer_9584,West,ORD913773,LINE205708,Processing,SHP852033,,2025-01-02,on track,2024-12-07,Type 3,2024-12-09,2025-01-02,Product_3613,Description of item,292.25,Rep C,6593.18,Zone A
Branch 3,Customer_9879,West,ORD105305,LINE947404,Processing,SHP882593,,2022-05-19,raw material shortage,2022-04-10,Type 2,2022-04-12,2022-05-08,Product_8051,Description of item,140.6,Rep A,1068.32,Zone A
Branch 4,Customer_9788,South,ORD383140,LINE438882,Delivered,SHP481049,,2021-08-28,on track,2021-08-19,Type 3,2021-08-21,2021-08-28,Product_9604,Description of item,56.3,Rep B,3857.7,Zone D
Branch 1,Customer_4223,West,ORD245694,LINE913292,Delivered,SHP925015,,2025-03-07,other issue,2025-02-06,Type 2,2025-02-08,2025-03-02,Product_2503,Description of item,263.46,Rep C,2995.74,Zone C
Branch 3,Customer_9931,North,ORD178265,LINE342749,On Hold,SHP416503,,2020-06-07,on track,2020-05-11,Type 3,2020-05-13,2020-06-07,Product_2331,Description of item,241.78,Rep D,4799.79,Zone B
Branch 3,Customer_6003,North,ORD726439,LINE873443,Processing,SHP852630,,2024-09-22,holiday backlog,2024-08-24,Type 3,2024-08-26,2024-09-06,Product_3631,Description of item,97.33,Rep B,8801.47,Zone A
Branch 4,Customer_4719,East,ORD764359,LINE795262,Delivered,SHP535025,,2022-07-17,on track,2022-07-12,Type 1,2022-07-14,2022-07-19,Product_9231,Description of item,472.87,Rep C,6682.85,Zone C
Branch 1,Customer_5815,South,ORD485631,LINE480914,Delivered,SHP572755,,2022-04-25,on track,2022-04-08,Type 1,2022-04-10,2022-04-25,Product_956,Description of item,58.3,Rep C,5524.21,Zone B
Branch 2,Customer_9015,South,ORD385026,LINE663906,Shipped,SHP967671,,2020-07-04,supply chain delay,2020-05-27,Type 3,2020-05-29,2020-06-20,Product_11155,Description of item,440.03,Rep C,8524.73,Zone D
Branch 4,Customer_8240,South,ORD357498,LINE964388,Processing,SHP828272,,2025-01-07,production capacity limits,2024-12-06,Type 1,2024-12-08,2024-12-28,Product_4678,Description of item,393.86,Rep B,8421.75,Zone A
Branch 4,Customer_7685,South,ORD173271,LINE202710,Shipped,SHP348143,URGENT,2020-05-23,on track,2020-05-01,Type 2,2020-05-03,2020-05-25,Product_11544,Description of item,90.74,Rep A,3684.93,Zone D
Branch 1,Customer_2884,West,ORD867799,LINE993502,Processing,SHP412131,,2024-08-12,on track,2024-07-28,Type 1,2024-07-30,2024-08-12,Product_9479,Description of item,49.74,Rep B,8798.12,Zone B
Branch 4,Customer_5860,South,ORD370196,LINE488992,Delivered,SHP877508,URGENT,2022-03-25,on track,2022-03-08,Type 2,2022-03-10,2022-03-27,Product_9735,Description of item,261.25,Rep C,9094.84,Zone A
Branch 3,Customer_3442,East,ORD746650,LINE937940,Delivered,SHP994461,,2024-02-03,on track,2024-01-11,Type 3,2024-01-13,2024-02-05,Product_1613,Description of item,81.07,Rep B,3443.43,Zone B
Branch 4,Customer_6557,South,ORD557232,LINE662150,Delivered,SHP439444,,2025-01-09,production capacity limits,2024-12-07,Type 2,2024-12-09,2025-01-04,Product_905,Description of item,142.36,Rep A,8211.4,Zone C
Branch 2,Customer_6663,South,ORD879477,LINE903553,On Hold,SHP424879,URGENT,2022-09-28,on track,2022-09-05,Type 2,2022-09-07,2022-09-28,Product_7313,Description of item,482.1,Rep D,8639.26,Zone C
Branch 1,Customer_4150,South,ORD281975,LINE968885,Processing,SHP716514,URGENT,2024-06-17,production capacity limits,2024-05-02,Type 1,2024-05-04,2024-05-31,Product_8032,Description of item,217.95,Rep B,7308.5,Zone B
Branch 1,Customer_7949,North,ORD152728,LINE615381,Shipped,SHP104515,URGENT,2024-10-11,on track,2024-10-04,Type 2,2024-10-06,2024-10-11,Product_1135,Description of item,314.29,Rep C,3564.71,Zone D
Branch 3,Customer_5357,East,ORD690840,LINE154842,Delivered,SHP992841,,2020-09-10,factory shutdown,2020-08-09,Type 3,2020-08-11,2020-08-25,Product_11992,Description of item,313.77,Rep A,2086.96,Zone C
Branch 2,Customer_2299,South,ORD641099,LINE979892,On Hold,SHP775021,URGENT,2021-11-28,on track,2021-11-22,Type 3,2021-11-24,2021-11-30,Product_9985,Description of item,248.92,Rep D,6238.09,Zone C
Branch 2,Customer_9103,West,ORD213692,LINE148714,Processing,SHP760162,URGENT,2025-03-19,on track,2025-02-21,Type 1,2025-02-23,2025-03-21,Product_2771,Description of item,327.04,Rep C,2488.29,Zone A
Branch 2,Customer_8405,South,ORD412165,LINE556880,Delivered,SHP355590,,2024-08-25,holiday backlog,2024-07-25,Type 3,2024-07-27,2024-08-18,Product_10737,Description of item,112.74,Rep A,2876.12,Zone D
Branch 3,Customer_5369,North,ORD275291,LINE709034,Shipped,SHP297731,,2024-06-28,production capacity limits,2024-06-14,Type 3,2024-06-16,2024-06-25,Product_1457,Description of item,22.9,Rep B,5890.33,Zone C
Branch 2,Customer_2868,North,ORD480082,LINE829259,On Hold,SHP852235,,2025-04-05,other issue,2025-03-15,Type 3,2025-03-17,2025-03-20,Product_11934,Description of item,456.91,Rep D,7593.65,Zone B
Branch 2,Customer_7642,North,ORD392305,LINE738034,On Hold,SHP179875,URGENT,2021-08-04,shipping container shortage,2021-07-26,Type 3,2021-07-28,2021-07-31,Product_6174,Description of item,108.22,Rep C,1500.25,Zone C
Branch 3,Customer_3073,North,ORD127429,LINE139177,Processing,SHP297531,URGENT,2024-06-05,holiday backlog,2024-05-04,Type 1,2024-05-06,2024-05-24,Product_1623,Description of item,164.06,Rep B,8713.93,Zone C
Branch 1,Customer_3274,North,ORD936516,LINE978542,Processing,SHP954835,URGENT,2021-02-17,on track,2021-01-20,Type 1,2021-01-22,2021-02-17,Product_3654,Description of item,231.47,Rep C,2995.63,Zone D
Branch 2,Customer_8611,North,ORD717519,LINE563474,Processing,SHP293770,,2024-03-22,demand surge,2024-03-10,Type 3,2024-03-12,2024-03-17,Product_10305,Description of item,430.81,Rep B,4630.61,Zone D
Branch 2,Customer_7965,South,ORD498793,LINE535850,On Hold,SHP539099,,2020-08-19,factory shutdown,2020-07-27,Type 2,2020-07-29,2020-08-04,Product_11225,Description of item,270.45,Rep B,2421.63,Zone C
Branch 3,Customer_3468,West,ORD805887,LINE810643,Delivered,SHP381883,,2024-12-18,holiday backlog,2024-11-23,Type 1,2024-11-25,2024-12-13,Product_6439,Description of item,146.41,Rep C,2269.25,Zone C
Branch 2,Customer_4315,East,ORD105922,LINE735597,Delivered,SHP485811,URGENT,2023-01-25,on track,2022-12-30,Type 3,2023-01-01,2023-01-26,Product_3708,Description of item,278.19,Rep A,4926.76,Zone B
Branch 3,Customer_6881,East,ORD590266,LINE732260,On Hold,SHP829039,,2023-10-20,on track,2023-09-28,Type 2,2023-09-30,2023-10-22,Product_8528,Description of item,129.03,Rep D,8088.14,Zone C
Branch 4,Customer_7472,North,ORD696235,LINE493031,On Hold,SHP888746,,2021-07-14,shipping container shortage,2021-06-27,Type 3,2021-06-29,2021-07-07,Product_8575,Description of item,50.71,Rep B,5234.72,Zone C
Branch 2,Customer_4287,North,ORD965282,LINE358089,Processing,SHP974325,,2023-05-29,inventory mismatch,2023-05-04,Type 1,2023-05-06,2023-05-22,Product_3470,Description of item,491.66,Rep D,1663.41,Zone C
Branch 2,Customer_1459,North,ORD784249,LINE226306,Delivered,SHP245218,URGENT,2024-01-21,on track,2024-01-03,Type 2,2024-01-05,2024-01-22,Product_259,Description of item,251.04,Rep C,3088.04,Zone B
Branch 3,Customer_6871,North,ORD960248,LINE872297,Delivered,SHP940577,,2020-08-01,on track,2020-07-19,Type 3,2020-07-21,2020-08-02,Product_8574,Description of item,318.15,Rep D,2016.18,Zone D
Branch 2,Customer_5947,South,ORD441077,LINE382349,On Hold,SHP130110,URGENT,2022-02-24,on track,2022-02-01,Type 3,2022-02-03,2022-02-24,Product_10303,Description of item,315.52,Rep A,1881.95,Zone C
Branch 1,Customer_9976,West,ORD870147,LINE491458,Processing,SHP148311,URGENT,2025-01-23,on track,2025-01-11,Type 3,2025-01-13,2025-01-23,Product_12,Description of item,451.23,Rep C,9655.82,Zone D
Branch 4,Customer_7524,East,ORD450806,LINE910588,Shipped,SHP306335,,2023-11-20,on track,2023-11-13,Type 1,2023-11-15,2023-11-22,Product_8234,Description of item,119.92,Rep D,4277.81,Zone B
Branch 4,Customer_4702,North,ORD618098,LINE695801,Delivered,SHP661898,,2020-07-13,on track,2020-06-23,Type 2,2020-06-25,2020-07-14,Product_4,Description of item,153.12,Rep C,1095.62,Zone A
Branch 1,Customer_5482,East,ORD278343,LINE754329,Shipped,SHP117366,,2022-08-27,on track,2022-08-13,Type 1,2022-08-15,2022-08-29,Product_11186,Description of item,482.27,Rep D,9606.95,Zone B
Branch 1,Customer_7309,North,ORD569726,LINE272122,Shipped,SHP242863,,2022-10-13,supplier price changes,2022-09-26,Type 2,2022-09-28,2022-10-10,Product_669,Description of item,133.52,Rep D,635.11,Zone B
Branch 2,Customer_2387,North,ORD511600,LINE474817,Shipped,SHP173379,,2020-05-13,factory shutdown,2020-04-07,Type 1,2020-04-09,2020-05-05,Product_2771,Description of item,306.36,Rep A,2302.35,Zone D
Branch 3,Customer_8588,North,ORD371785,LINE127016,Shipped,SHP792498,URGENT,2022-03-10,inflation impact,2022-02-18,Type 2,2022-02-20,2022-02-26,Product_369,Description of item,330.84,Rep A,6951.84,Zone B
Branch 4,Customer_9223,North,ORD900205,LINE858503,Processing,SHP657643,,2024-01-28,severe weather,2023-12-19,Type 1,2023-12-21,2024-01-10,Product_7592,Description of item,363.42,Rep A,9396.86,Zone D
Branch 1,Customer_4562,East,ORD348976,LINE109289,Processing,SHP268274,,2022-11-12,raw material shortage,2022-10-13,Type 2,2022-10-15,2022-10-29,Product_9958,Description of item,455.56,Rep C,5131.88,Zone B
Branch 3,Customer_4878,South,ORD136740,LINE835686,Delivered,SHP979644,,2022-11-17,inflation impact,2022-10-22,Type 2,2022-10-24,2022-11-09,Product_6983,Description of item,313.2,Rep A,6425.68,Zone B
Branch 3,Customer_9619,North,ORD299693,LINE198262,Shipped,SHP679469,,2022-07-16,raw material shortage,2022-06-26,Type 2,2022-06-28,2022-07-13,Product_11345,Description of item,51.33,Rep A,528.67,Zone B
